model:TCN  parameters:1158

dataset: /lustre1/home/leic/I/data/training/labeled/ORIG/W52H/IBM_W52H_15min_ORIG.csv 

Begin to slice.
Successful!

training features: torch.Size([8320, 52, 6])
testing features: torch.Size([2080, 52, 6])
training labels: torch.Size([8320, 1]) tensor([0, 1, 2]) tensor([ 935, 6367, 1018]) tensor([0.1124, 0.7653, 0.1224])
testing labels: torch.Size([2080, 1]) tensor([0, 1, 2]) tensor([ 241, 1565,  274]) tensor([0.1159, 0.7524, 0.1317])

cuda = True

epoch:0 	train loss:5572.503906 	train accuracy:0.584856 	test loss:5.080451 	test accuracy:0.687019
epoch:10 	train loss:251.357452 	train accuracy:0.735216 	test loss:1.067148 	test accuracy:0.752404
epoch:20 	train loss:217.393341 	train accuracy:0.757692 	test loss:0.830103 	test accuracy:0.752404
epoch:30 	train loss:194.480667 	train accuracy:0.764904 	test loss:0.756728 	test accuracy:0.751923
epoch:40 	train loss:167.861038 	train accuracy:0.765144 	test loss:0.667992 	test accuracy:0.752404
epoch:50 	train loss:160.574478 	train accuracy:0.765865 	test loss:0.641306 	test accuracy:0.750962
epoch:60 	train loss:154.264069 	train accuracy:0.766707 	test loss:0.627017 	test accuracy:0.753365
epoch:70 	train loss:152.082397 	train accuracy:0.771274 	test loss:0.628953 	test accuracy:0.756731
epoch:80 	train loss:150.342102 	train accuracy:0.773798 	test loss:0.640410 	test accuracy:0.757692
epoch:90 	train loss:148.040482 	train accuracy:0.776683 	test loss:0.617576 	test accuracy:0.757692
epoch:100 	train loss:146.363373 	train accuracy:0.777764 	test loss:0.617967 	test accuracy:0.757212
epoch:110 	train loss:145.249771 	train accuracy:0.781851 	test loss:0.608108 	test accuracy:0.767788
epoch:120 	train loss:144.347122 	train accuracy:0.784856 	test loss:0.608114 	test accuracy:0.769231
epoch:130 	train loss:143.415085 	train accuracy:0.785817 	test loss:0.609376 	test accuracy:0.767308
epoch:140 	train loss:142.669662 	train accuracy:0.787861 	test loss:0.615904 	test accuracy:0.773558
epoch:150 	train loss:141.490921 	train accuracy:0.792067 	test loss:0.629604 	test accuracy:0.773077
epoch:160 	train loss:141.366959 	train accuracy:0.790144 	test loss:0.614015 	test accuracy:0.776442
epoch:170 	train loss:140.137863 	train accuracy:0.793029 	test loss:0.624556 	test accuracy:0.772115
epoch:180 	train loss:139.435257 	train accuracy:0.796154 	test loss:0.615714 	test accuracy:0.777885
epoch:190 	train loss:138.961548 	train accuracy:0.796875 	test loss:0.625563 	test accuracy:0.774519
epoch:200 	train loss:138.035034 	train accuracy:0.797957 	test loss:0.624440 	test accuracy:0.777404
epoch:210 	train loss:137.945206 	train accuracy:0.796274 	test loss:0.619350 	test accuracy:0.779808
epoch:220 	train loss:137.357941 	train accuracy:0.799639 	test loss:0.620872 	test accuracy:0.783654
epoch:230 	train loss:138.668854 	train accuracy:0.797356 	test loss:0.631637 	test accuracy:0.780288
epoch:240 	train loss:136.357651 	train accuracy:0.800481 	test loss:0.628203 	test accuracy:0.781250
epoch:250 	train loss:135.755264 	train accuracy:0.800481 	test loss:0.626065 	test accuracy:0.780288
epoch:260 	train loss:136.126160 	train accuracy:0.799399 	test loss:0.650379 	test accuracy:0.773558
epoch:270 	train loss:134.566177 	train accuracy:0.801202 	test loss:0.631155 	test accuracy:0.776923
epoch:280 	train loss:133.469177 	train accuracy:0.803005 	test loss:0.625737 	test accuracy:0.782212
epoch:290 	train loss:133.466049 	train accuracy:0.803966 	test loss:0.620063 	test accuracy:0.772596
epoch:300 	train loss:133.030319 	train accuracy:0.802404 	test loss:0.631747 	test accuracy:0.783173
epoch:310 	train loss:132.015976 	train accuracy:0.805288 	test loss:0.620695 	test accuracy:0.783173
epoch:320 	train loss:131.802902 	train accuracy:0.803726 	test loss:0.632403 	test accuracy:0.775962
epoch:330 	train loss:131.787369 	train accuracy:0.804808 	test loss:0.640129 	test accuracy:0.766827
epoch:340 	train loss:131.251343 	train accuracy:0.805048 	test loss:0.616835 	test accuracy:0.777885
epoch:350 	train loss:130.067841 	train accuracy:0.805889 	test loss:0.633296 	test accuracy:0.775481
epoch:360 	train loss:136.746628 	train accuracy:0.803726 	test loss:0.611552 	test accuracy:0.782212
