model:GRU  parameters:2214

dataset: [PosixPath('/home/leic/Desktop/tongji/Icarus_try/data/training/labeled/16H_WIN/LNC_15min.csv')] 

Begin to slice.
Successful!

training features: torch.Size([8000, 64, 5])
testing features: torch.Size([2000, 64, 5])
training labels: torch.Size([8000, 1]) tensor([0, 1, 2]) tensor([1846, 4281, 1873]) tensor([0.2307, 0.5351, 0.2341])
testing labels: torch.Size([2000, 1]) tensor([0, 1, 2]) tensor([ 497, 1032,  471]) tensor([0.2485, 0.5160, 0.2355])

cuda = True

epoch:0 	train loss:253.007385 	train accuracy:0.544750 	test loss:0.983735 	test accuracy:0.551000
epoch:10 	train loss:237.437653 	train accuracy:0.579125 	test loss:0.958267 	test accuracy:0.567000
epoch:20 	train loss:234.405319 	train accuracy:0.602125 	test loss:0.944374 	test accuracy:0.597500
epoch:30 	train loss:221.081665 	train accuracy:0.665000 	test loss:0.884134 	test accuracy:0.666500
epoch:40 	train loss:211.777191 	train accuracy:0.703250 	test loss:0.852098 	test accuracy:0.697000
epoch:50 	train loss:209.943222 	train accuracy:0.709750 	test loss:0.852522 	test accuracy:0.695000
epoch:60 	train loss:208.478180 	train accuracy:0.716750 	test loss:0.835003 	test accuracy:0.716500
epoch:70 	train loss:208.726776 	train accuracy:0.714750 	test loss:0.838211 	test accuracy:0.711000
epoch:80 	train loss:207.633820 	train accuracy:0.719750 	test loss:0.846681 	test accuracy:0.702000
epoch:90 	train loss:205.859024 	train accuracy:0.728375 	test loss:0.831268 	test accuracy:0.722500
epoch:100 	train loss:206.373688 	train accuracy:0.725875 	test loss:0.830471 	test accuracy:0.720000
epoch:110 	train loss:205.511566 	train accuracy:0.729125 	test loss:0.818210 	test accuracy:0.734000
epoch:120 	train loss:205.680252 	train accuracy:0.729000 	test loss:0.827984 	test accuracy:0.723500
epoch:130 	train loss:204.469223 	train accuracy:0.733500 	test loss:0.818457 	test accuracy:0.732500
epoch:140 	train loss:204.631165 	train accuracy:0.731750 	test loss:0.825188 	test accuracy:0.726000
epoch:150 	train loss:204.222198 	train accuracy:0.734000 	test loss:0.815622 	test accuracy:0.735500
epoch:160 	train loss:204.158310 	train accuracy:0.733875 	test loss:0.819779 	test accuracy:0.733000
epoch:170 	train loss:209.698502 	train accuracy:0.712250 	test loss:0.834698 	test accuracy:0.714000
epoch:180 	train loss:203.537033 	train accuracy:0.737375 	test loss:0.817166 	test accuracy:0.734500
epoch:190 	train loss:212.978333 	train accuracy:0.697375 	test loss:0.840067 	test accuracy:0.711000
epoch:200 	train loss:203.068451 	train accuracy:0.739125 	test loss:0.815710 	test accuracy:0.735000
epoch:210 	train loss:202.707565 	train accuracy:0.740875 	test loss:0.815536 	test accuracy:0.734000
epoch:220 	train loss:202.957703 	train accuracy:0.739375 	test loss:0.816024 	test accuracy:0.735000
epoch:230 	train loss:204.247330 	train accuracy:0.733250 	test loss:0.820645 	test accuracy:0.730000
epoch:240 	train loss:203.237427 	train accuracy:0.737750 	test loss:0.811296 	test accuracy:0.739500
epoch:250 	train loss:201.833862 	train accuracy:0.742625 	test loss:0.836933 	test accuracy:0.711000
epoch:260 	train loss:202.464935 	train accuracy:0.740000 	test loss:0.814214 	test accuracy:0.735500
epoch:270 	train loss:201.102219 	train accuracy:0.744625 	test loss:0.813819 	test accuracy:0.736500
epoch:280 	train loss:201.071136 	train accuracy:0.744625 	test loss:0.811930 	test accuracy:0.736000
epoch:290 	train loss:201.273941 	train accuracy:0.745625 	test loss:0.810702 	test accuracy:0.739500
