model:GRU  parameters:1233

dataset: /lustre1/home/leic/L/data/training/labeled/ORIG/W52H/LNC_W52H_15min_ORIG.csv 

Begin to slice.
Successful!

training features: torch.Size([8320, 52, 6])
testing features: torch.Size([2080, 52, 6])
training labels: torch.Size([8320, 1]) tensor([0, 1, 2]) tensor([1682, 4955, 1683]) tensor([0.2022, 0.5956, 0.2023])
testing labels: torch.Size([2080, 1]) tensor([0, 1, 2]) tensor([ 422, 1225,  433]) tensor([0.2029, 0.5889, 0.2082])

cuda = True

epoch:0 	train loss:277.214600 	train accuracy:0.594111 	test loss:1.041618 	test accuracy:0.588942
epoch:10 	train loss:249.079224 	train accuracy:0.595553 	test loss:0.963988 	test accuracy:0.588942
epoch:20 	train loss:248.693726 	train accuracy:0.595553 	test loss:0.962921 	test accuracy:0.588942
epoch:30 	train loss:248.595428 	train accuracy:0.595553 	test loss:0.962661 	test accuracy:0.588942
epoch:40 	train loss:248.558029 	train accuracy:0.595553 	test loss:0.962567 	test accuracy:0.588942
epoch:50 	train loss:248.543106 	train accuracy:0.595553 	test loss:0.962530 	test accuracy:0.588942
epoch:60 	train loss:248.537247 	train accuracy:0.595553 	test loss:0.962515 	test accuracy:0.588942
epoch:70 	train loss:248.534134 	train accuracy:0.595553 	test loss:0.962508 	test accuracy:0.588942
epoch:80 	train loss:248.532883 	train accuracy:0.595553 	test loss:0.962505 	test accuracy:0.588942
epoch:90 	train loss:248.532349 	train accuracy:0.595553 	test loss:0.962503 	test accuracy:0.588942
epoch:100 	train loss:248.532211 	train accuracy:0.595553 	test loss:0.962504 	test accuracy:0.588942
epoch:110 	train loss:248.531921 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:120 	train loss:248.531845 	train accuracy:0.595553 	test loss:0.962503 	test accuracy:0.588942
epoch:130 	train loss:248.532074 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:140 	train loss:248.531021 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:150 	train loss:248.530975 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:160 	train loss:248.530975 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:170 	train loss:248.530991 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:180 	train loss:248.531128 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:190 	train loss:248.530991 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:200 	train loss:248.531021 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:210 	train loss:248.530991 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:220 	train loss:248.530975 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:230 	train loss:248.530991 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:240 	train loss:248.530991 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:250 	train loss:248.531082 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
epoch:260 	train loss:248.530975 	train accuracy:0.595553 	test loss:0.962502 	test accuracy:0.588942
